"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.RUR.TOTL.ZS","Rural population (% of total population)","Rural population refers to people living in rural areas as defined by national statistical offices. It is calculated as the difference between total population and urban population.","World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision.",
